Main_Info,Extra_Info,Description,Properties
"Mercedes ML 350 4MATIC,3.5 L,2007 il,245 000 km","ŞəhərBakıMarkaMercedesModelML 350 4MATICBuraxılış ili2007Ban növüOffroader / SUV, 5 qapıRəngAğMühərrik3.5 L / 272 a.g. / BenzinYürüş245 000 kmSürətlər qutusuAvtomatÖtürücüTamYeniXeyrYerlərin sayı5Sahiblər3VəziyyətiVuruğu yoxdur, rənglənməyibHansı bazar üçün yığılıbAvropa - Davamını oxuMasin tam idyal veziyetde udar vuruq yoxdu - Yüngül lehimli disklərABSLyukYağış sensoruMərkəzi qapanmaPark radarıKondisionerOturacaqların isidilməsiDəri salonKsenon lampalarArxa görüntü kamerasıOturacaqların ventilyasiyası - Düzəliş etElanı silElanın nömrəsi: 9443403",Masin tam idyal veziyetde udar vuruq yoxdu,Yüngül lehimli disklərABSLyukYağış sensoruMərkəzi qapanmaPark radarıKondisionerOturacaqların isidilməsiDəri salonKsenon lampalarArxa görüntü kamerasıOturacaqların ventilyasiyası,18 000 AZN
"Cadillac Escalade,6.2 L,2008 il,99 000 km","ŞəhərBakıMarkaCadillacModelEscaladeBuraxılış ili2008Ban növüOffroader / SUV, 5 qapıRəngQaraMühərrik6.2 L / 408 a.g. / BenzinYürüş99 000 kmSürətlər qutusuAvtomatÖtürücüTamYeniXeyrYerlərin sayı7Sahiblər1VəziyyətiVuruğu yoxdur, rənglənməyibHansı bazar üçün yığılıbRəsmi diler - Davamını oxuRəsmi Servisden alinibAvtomobil 1 ci əldiAvtomobil yenisinden seçilmir !Heç bir detalina rəng dəyməyib !!!Ünvan Babək pr 29BEST CARS AUTO SALON - Yüngül lehimli disklərABSLyukYağış sensoruMərkəzi qapanmaPark radarıKondisionerOturacaqların isidilməsiDəri salonKsenon lampalarArxa görüntü kamerasıYan pərdələrOturacaqların ventilyasiyası - Düzəliş etElanı silElanın nömrəsi: 9423812",Rəsmi Servisden alinibAvtomobil 1 ci əldiAvtomobil yenisinden seçilmir !Heç bir detalina rəng dəyməyib !!!Ünvan Babək pr 29BEST CARS AUTO SALON,Yüngül lehimli disklərABSLyukYağış sensoruMərkəzi qapanmaPark radarıKondisionerOturacaqların isidilməsiDəri salonKsenon lampalarArxa görüntü kamerasıYan pərdələrOturacaqların ventilyasiyası,28 500 USD
"Kia K5,2.0 L,2024 il,yeni","ŞəhərBakıMarkaKiaModelK5Buraxılış ili2024Ban növüSedanRəngBozMühərrik2.0 L / 157 a.g. / HibridYürüş0 kmSürətlər qutusuAvtomatÖtürücüÖnYeniBəliYerlərin sayı5VəziyyətiVuruğu yoxdur, rənglənməyibHansı bazar üçün yığılıbKoreya - Davamını oxu2024 K5 YENI MODEL!!!Rengi Graphite GreyTelfon zaryatka.Panarama dam.Baqajin duymeyle acilib baglanmasi.Pultla muherrikin iwe salinmasi.Qabaq oturacaqlarin elektrik tenzimlenmesi.17 lik diskiler.Auto hold.Drive mode eco sport my drive ve.sKredit 30% odenisle 36 ay muddetine.. - Yüngül lehimli disklərABSLyukYağış sensoruMərkəzi qapanmaPark radarıKondisionerOturacaqların isidilməsiDəri salonKsenon lampalarArxa görüntü kamerası - Düzəliş etElanı silElanın nömrəsi: 8581855",2024 K5 YENI MODEL!!!Rengi Graphite GreyTelfon zaryatka.Panarama dam.Baqajin duymeyle acilib baglanmasi.Pultla muherrikin iwe salinmasi.Qabaq oturacaqlarin elektrik tenzimlenmesi.17 lik diskiler.Auto hold.Drive mode eco sport my drive ve.sKredit 30% odenisle 36 ay muddetine..,Yüngül lehimli disklərABSLyukYağış sensoruMərkəzi qapanmaPark radarıKondisionerOturacaqların isidilməsiDəri salonKsenon lampalarArxa görüntü kamerası,56 500 AZN
"Mercedes S 350 d,3.0 L,2015 il,300 054 km","ŞəhərBakıMarkaMercedesModelS 350 dBuraxılış ili2015Ban növüSedanRəngQaraMühərrik3.0 L / 249 a.g. / DizelYürüş300 054 kmSürətlər qutusuAvtomatÖtürücüArxaYeniXeyrYerlərin sayı5Sahiblər1VəziyyətiVuruğu yoxdur, rənglənməyibHansı bazar üçün yığılıbAvropa - Yüngül lehimli disklərABSLyukYağış sensoruMərkəzi qapanmaPark radarıKondisionerOturacaqların isidilməsiDəri salonKsenon lampalarArxa görüntü kamerasıYan pərdələrOturacaqların ventilyasiyası - Düzəliş etElanı silElanın nömrəsi: 9310202",,Yüngül lehimli disklərABSLyukYağış sensoruMərkəzi qapanmaPark radarıKondisionerOturacaqların isidilməsiDəri salonKsenon lampalarArxa görüntü kamerasıYan pərdələrOturacaqların ventilyasiyası,41 600 USD
"Mercedes E 200,2.0 L,1995 il,367 000 km","ŞəhərBakıMarkaMercedesModelE 200Buraxılış ili1995Ban növüSedanRəngGümüşüMühərrik2.0 L / 136 a.g. / BenzinYürüş367 000 kmSürətlər qutusuAvtomatÖtürücüArxaYeniXeyrYerlərin sayı5Sahiblər0VəziyyətiVuruğu yoxdur, rənglənməyib - Davamını oxuZavod vəziyyətdə Mercedes W124 / M111 mator. Barter maraqlıdır. Qiymət barədə narahat etməyin. - Yüngül lehimli disklərABSLyukMərkəzi qapanmaKondisionerOturacaqların isidilməsi - Düzəliş etElanı silElanın nömrəsi: 9472398",Zavod vəziyyətdə Mercedes W124 / M111 mator. Barter maraqlıdır. Qiymət barədə narahat etməyin.,Yüngül lehimli disklərABSLyukMərkəzi qapanmaKondisionerOturacaqların isidilməsi,13 300 AZN
"Hyundai Sonata,2.0 L,2015 il,77 110 km","ŞəhərSumqayıtMarkaHyundaiModelSonataBuraxılış ili2015Ban növüSedanRəngTünd qırmızıMühərrik2.0 L / 156 a.g. / HibridYürüş77 110 kmSürətlər qutusuAvtomatÖtürücüÖnYeniXeyrYerlərin sayı5VəziyyətiVuruğu yoxdur, rənglənməyibHansı bazar üçün yığılıbAmerika - Davamını oxuAvtomobil yaxşı veziyyetdedir. Mator Karopka peredok sistemi əla vəziyyətdədir. Salonu çox səliqəlidir. Alıcı istənilən servisde yoxlada bilər.*********************************************Kredit Barter mümkündür. İlkin ödəniş 50 faiz olmaqla istənilən avtomobilin 1 saat ərzində rəsmiləşdirib müştəriyə verilməsi.*********************************************Ünvan:Sumqayıt şəhəri daş bazarı General Məhəmməd Əsədov 1. - Yüngül lehimli disklərABSLyukYağış sensoruMərkəzi qapanmaPark radarıKondisionerOturacaqların isidilməsiDəri salonKsenon lampalarArxa görüntü kamerasıYan pərdələrOturacaqların ventilyasiyası - Düzəliş etElanı silElanın nömrəsi: 9486730",Avtomobil yaxşı veziyyetdedir. Mator Karopka peredok sistemi əla vəziyyətdədir. Salonu çox səliqəlidir. Alıcı istənilən servisde yoxlada bilər.*********************************************Kredit Barter mümkündür. İlkin ödəniş 50 faiz olmaqla istənilən avtomobilin 1 saat ərzində rəsmiləşdirib müştəriyə verilməsi.*********************************************Ünvan:Sumqayıt şəhəri daş bazarı General Məhəmməd Əsədov 1.,Yüngül lehimli disklərABSLyukYağış sensoruMərkəzi qapanmaPark radarıKondisionerOturacaqların isidilməsiDəri salonKsenon lampalarArxa görüntü kamerasıYan pərdələrOturacaqların ventilyasiyası,25 900 AZN
"Kia EV5,2024 il,yeni","ŞəhərBakıMarkaKiaModelEV5Buraxılış ili2024Ban növüOffroader / SUV, 5 qapıRəngGümüşüMühərrik218 a.g. / ElektroYürüş0 kmSürətlər qutusuReduktorÖtürücüTamYeniBəliYerlərin sayı7Sahiblər1VəziyyətiVuruğu yoxdur, rənglənməyibHansı bazar üçün yığılıbAvropa - Davamını oxuƏn yüksək elektrik tutumuna malik olan , avtomobillərdən secilən KİA EV-5 Land air,360 dərəcə kamera,acıla bilən ponaramik dam,elektriklə hərəkət edən yan ğüzğülərin qatlanması,elektrikli hərəkət edən oturacagların qızdırılması və soyudulması,21-lik disk və təkərlər,nagilsiz telefon charj sistemi,100 % tam charjla 530 km yol qət edir.Avtomobilin üstündə 32-amperlik profesional charj aparatı hədiyyə verilir.1-saata ev şəraitində 100 % enerjiyə malikdir…Batareya tutumu 88.1 KWH.Əlavə sual ücün telefon nömrəsi ilə əlagə saxlayın.!Kredit, və lizing də mümkündir.Əlavə ödənişlə Zəmanət verilir… - Yüngül lehimli disklərABSLyukYağış sensoruMərkəzi qapanmaPark radarıKondisionerOturacaqların isidilməsiDəri salonKsenon lampalarArxa görüntü kamerasıYan pərdələrOturacaqların ventilyasiyası - Düzəliş etElanı silElanın nömrəsi: 8685582","Ən yüksək elektrik tutumuna malik olan , avtomobillərdən secilən KİA EV-5 Land air,360 dərəcə kamera,acıla bilən ponaramik dam,elektriklə hərəkət edən yan ğüzğülərin qatlanması,elektrikli hərəkət edən oturacagların qızdırılması və soyudulması,21-lik disk və təkərlər,nagilsiz telefon charj sistemi,100 % tam charjla 530 km yol qət edir.Avtomobilin üstündə 32-amperlik profesional charj aparatı hədiyyə verilir.1-saata ev şəraitində 100 % enerjiyə malikdir…Batareya tutumu 88.1 KWH.Əlavə sual ücün telefon nömrəsi ilə əlagə saxlayın.!Kredit, və lizing də mümkündir.Əlavə ödənişlə Zəmanət verilir…",Yüngül lehimli disklərABSLyukYağış sensoruMərkəzi qapanmaPark radarıKondisionerOturacaqların isidilməsiDəri salonKsenon lampalarArxa görüntü kamerasıYan pərdələrOturacaqların ventilyasiyası,28 500 USD
"Changan Deepal S05,1.5 L,2024 il,yeni","ŞəhərBakıMarkaChanganModelDeepal S05Buraxılış ili2024Ban növüOffroader / SUV, 5 qapıRəngYaş AsfaltMühərrik1.5 L / 218 a.g. / Plug-in HibridYürüş0 kmSürətlər qutusuVariatorÖtürücüArxaYeniBəliYerlərin sayı5Sahiblər0VəziyyətiVuruğu yoxdur, rənglənməyib - Davamını oxuChangan Deepal S05 Max2025 ModelŞərtlər:- Müddət: 36 ay- İlkin ödəniş: 9,999 AZN-dən başlayan qiymətlərlə.- Aylıq ödəniş: 1,280 AZN- Bütün xərclər daxilİllik faiz dərəcəsi:12,9- Elektrik rejimində 200 km məsafə qət edir- Hybrid rejimində 1234 km məsafə qət edir- 218 at gücü- 7.9 saniyə ərzində 0-100km sürətlənmə- 175km maksimum sürət həddi- 4620*1900*1600 uzunluğu*eni*hündürlüyü- yanacaq çəninin həcmi 45L- 92 oktanlı benzinlə işləyir- 27.2 kWs həcmində batareya- zolağdan çıxma xəbərdarlığı- avtomatik tormozlanma- avtomatik parklanma- 360 dərəcə kamera- adaptiv kruiz kontrol- bagajın elektrik tənzimlənməsi- adaptiv yaxın və uzaq LED fənərlər- panoramik dam- dəri sükan- telefon üçün simsiz şarj- dəri oturacaqlar- oturacaqların qızdırılması və havalandırılması - Yüngül lehimli disklərABSLyukYağış sensoruMərkəzi qapanmaPark radarıKondisionerOturacaqların isidilməsiDəri salonKsenon lampalarArxa görüntü kamerasıOturacaqların ventilyasiyası - Düzəliş etElanı silElanın nömrəsi: 9208219","Changan Deepal S05 Max2025 ModelŞərtlər:- Müddət: 36 ay- İlkin ödəniş: 9,999 AZN-dən başlayan qiymətlərlə.- Aylıq ödəniş: 1,280 AZN- Bütün xərclər daxilİllik faiz dərəcəsi:12,9- Elektrik rejimində 200 km məsafə qət edir- Hybrid rejimində 1234 km məsafə qət edir- 218 at gücü- 7.9 saniyə ərzində 0-100km sürətlənmə- 175km maksimum sürət həddi- 4620*1900*1600 uzunluğu*eni*hündürlüyü- yanacaq çəninin həcmi 45L- 92 oktanlı benzinlə işləyir- 27.2 kWs həcmində batareya- zolağdan çıxma xəbərdarlığı- avtomatik tormozlanma- avtomatik parklanma- 360 dərəcə kamera- adaptiv kruiz kontrol- bagajın elektrik tənzimlənməsi- adaptiv yaxın və uzaq LED fənərlər- panoramik dam- dəri sükan- telefon üçün simsiz şarj- dəri oturacaqlar- oturacaqların qızdırılması və havalandırılması",Yüngül lehimli disklərABSLyukYağış sensoruMərkəzi qapanmaPark radarıKondisionerOturacaqların isidilməsiDəri salonKsenon lampalarArxa görüntü kamerasıOturacaqların ventilyasiyası,23 900 USD
"Hyundai ix35,2.0 L,2013 il,72 000 km","ŞəhərBakıMarkaHyundaiModelix35Buraxılış ili2013Ban növüOffroader / SUV, 5 qapıRəngQaraMühərrik2.0 L / 163 a.g. / BenzinYürüş72 000 kmSürətlər qutusuAvtomatÖtürücüTamYeniXeyrYerlərin sayı5Sahiblər1VəziyyətiVuruğu yoxdur, rənglənməyibHansı bazar üçün yığılıbRəsmi diler - Davamını oxuRəsmi servisdir!!! Maşın ilk sahibindən satılır,bez kraskadır ,vuruğu,udarı yoxdur ideal maşındır .Təkərləri təzə kimidir. - ABSKondisionerOturacaqların isidilməsi - Düzəliş etElanı silElanın nömrəsi: 9486747","Rəsmi servisdir!!! Maşın ilk sahibindən satılır,bez kraskadır ,vuruğu,udarı yoxdur ideal maşındır .Təkərləri təzə kimidir.",ABSKondisionerOturacaqların isidilməsi,25 000 AZN
"Honda CR-V,2.0 L,1997 il,224 334 km","ŞəhərSumqayıtMarkaHondaModelCR-VBuraxılış ili1997Ban növüOffroader / SUV, 5 qapıRəngGöyMühərrik2.0 L / 145 a.g. / BenzinYürüş224 334 kmSürətlər qutusuAvtomatÖtürücüTamYeniXeyrYerlərin sayı5VəziyyətiVuruğu yoxdur, rənglənməyib - Davamını oxuMaşın zavod maşındı ideal veziytedir. - Yüngül lehimli disklərABSLyukYağış sensoruMərkəzi qapanmaPark radarıKondisionerOturacaqların isidilməsiKsenon lampalarArxa görüntü kamerasıYan pərdələrOturacaqların ventilyasiyası - Düzəliş etElanı silElanın nömrəsi: 9412968",Maşın zavod maşındı ideal veziytedir.,Yüngül lehimli disklərABSLyukYağış sensoruMərkəzi qapanmaPark radarıKondisionerOturacaqların isidilməsiKsenon lampalarArxa görüntü kamerasıYan pərdələrOturacaqların ventilyasiyası,6 900 AZN
"Hyundai Accent,1.6 L,2021 il,39 000 km","ŞəhərBakıMarkaHyundaiModelAccentBuraxılış ili2021Ban növüHetçbek, 5 qapıRəngYaş AsfaltMühərrik1.6 L / 130 a.g. / BenzinYürüş39 000 kmSürətlər qutusuAvtomatÖtürücüÖnYeniXeyrYerlərin sayı5VəziyyətiVuruğu yoxdur, rənglənməyibHansı bazar üçün yığılıbRəsmi diler - Davamını oxuHyundai Accent 2022 Model!!!!!2022 Ci il Yanvar Ayinda AlinibServis!!!!!1600 Sade Mator Sade KaropkaBez Krasqa!!!!!!Zavod Terefinden 92 Benzin Tovsiye olunurHec Bir Detalina Reng Deymeyb Buferine bele!!!!Hunday Azerbaycan Otaplazadan Alinib!!!!Orginal Probeq!!!!!Masin Teze Masindan Secilmir!!!!Hec Bir Batiq Surtuk Ciziq Bele Yoxdur!!!!Bu Vaxta Kimi Hunday Servisde Qulluq Olunub!!!!!5 il 150000km Qarantiya!!!!!Daima Qaraj Seratinde Saxlanlr!!!!!Cox Ekanom Masindir!!!! 92 Benzinle isleyirQeti Olaraq Hec Bir Problemi Yoxdur!!!Alan Teze Masin Alacaq!!!!!Bu İlde Bele Veziyetde Servis Masini Satisda Yoxdur!!!!Ureyniz İsdediyiniz Yerde Tam Rahat Yoxlada Bilersz!!!!2acari VarMasini Surulmur Qarajdadir.Zavod terefinden Qurasdirilmis Boyuk MonitorCar PleyArxa KameraMultu RulOturacaqlarin isidicisiRulun isidicisiAvtopilot.....2 Acari varTexpasport Oz Adimadir1 Ci Sahibiyem... - ABSYağış sensoruMərkəzi qapanmaPark radarıKondisionerOturacaqların isidilməsiKsenon lampalarArxa görüntü kamerasıYan pərdələr - Düzəliş etElanı silElanın nömrəsi: 9476514",Hyundai Accent 2022 Model!!!!!2022 Ci il Yanvar Ayinda AlinibServis!!!!!1600 Sade Mator Sade KaropkaBez Krasqa!!!!!!Zavod Terefinden 92 Benzin Tovsiye olunurHec Bir Detalina Reng Deymeyb Buferine bele!!!!Hunday Azerbaycan Otaplazadan Alinib!!!!Orginal Probeq!!!!!Masin Teze Masindan Secilmir!!!!Hec Bir Batiq Surtuk Ciziq Bele Yoxdur!!!!Bu Vaxta Kimi Hunday Servisde Qulluq Olunub!!!!!5 il 150000km Qarantiya!!!!!Daima Qaraj Seratinde Saxlanlr!!!!!Cox Ekanom Masindir!!!! 92 Benzinle isleyirQeti Olaraq Hec Bir Problemi Yoxdur!!!Alan Teze Masin Alacaq!!!!!Bu İlde Bele Veziyetde Servis Masini Satisda Yoxdur!!!!Ureyniz İsdediyiniz Yerde Tam Rahat Yoxlada Bilersz!!!!2acari VarMasini Surulmur Qarajdadir.Zavod terefinden Qurasdirilmis Boyuk MonitorCar PleyArxa KameraMultu RulOturacaqlarin isidicisiRulun isidicisiAvtopilot.....2 Acari varTexpasport Oz Adimadir1 Ci Sahibiyem...,ABSYağış sensoruMərkəzi qapanmaPark radarıKondisionerOturacaqların isidilməsiKsenon lampalarArxa görüntü kamerasıYan pərdələr,27 900 AZN
"Mercedes E 220 d,2.2 L,2000 il,500 000 km","ŞəhərBakıMarkaMercedesModelE 220 dBuraxılış ili2000Ban növüSedanRəngQaraMühərrik2.2 L / 143 a.g. / DizelYürüş500 000 kmSürətlər qutusuAvtomatÖtürücüArxaYeniXeyrYerlərin sayı5Sahiblər1VəziyyətiVuruğu yoxdur, rənglənməyibHansı bazar üçün yığılıbAvropa - Davamını oxu99 2000 modeldir..oz motorudu..texpasportda qeyd olunub..masinin her seyi qaydasindadir.. - Yüngül lehimli disklərABSYağış sensoruMərkəzi qapanmaKondisionerDəri salonYan pərdələrOturacaqların ventilyasiyası - Düzəliş etElanı silElanın nömrəsi: 9448610",99 2000 modeldir..oz motorudu..texpasportda qeyd olunub..masinin her seyi qaydasindadir..,Yüngül lehimli disklərABSYağış sensoruMərkəzi qapanmaKondisionerDəri salonYan pərdələrOturacaqların ventilyasiyası,12 900 AZN
"Toyota Prius,1.5 L,2008 il,384 472 km","ŞəhərLənkəranMarkaToyotaModelPriusBuraxılış ili2008Ban növüLiftbekRəngBozMühərrik1.5 L / 76 a.g. / HibridYürüş384 472 kmSürətlər qutusuVariatorÖtürücüÖnYeniXeyrYerlərin sayı5Sahiblər2VəziyyətiVuruğu yoxdur, rənglənməyibHansı bazar üçün yığılıbAmerika - Davamını oxuSalam Allah alana satana xeyir versin.Maşın idealdı jbl 7 duyme qoju salan sokuy partağ yoxdu teker teze diski teze 30 kuzanın disqisidi bilen bilir  peredok yığılıb tertemiz yağı deyişilib 3 gun bunan qabağ otur sur maşındı isdiyen olsa yığ vcb da acığdı. - Yüngül lehimli disklərABSMərkəzi qapanmaPark radarıKondisionerDəri salonKsenon lampalarArxa görüntü kamerasıYan pərdələr - Düzəliş etElanı silElanın nömrəsi: 9480214",Salam Allah alana satana xeyir versin.Maşın idealdı jbl 7 duyme qoju salan sokuy partağ yoxdu teker teze diski teze 30 kuzanın disqisidi bilen bilir  peredok yığılıb tertemiz yağı deyişilib 3 gun bunan qabağ otur sur maşındı isdiyen olsa yığ vcb da acığdı.,Yüngül lehimli disklərABSMərkəzi qapanmaPark radarıKondisionerDəri salonKsenon lampalarArxa görüntü kamerasıYan pərdələr,12 400 AZN
"Hyundai Santa Fe,2.4 L,2013 il,186 586 km","ŞəhərBakıMarkaHyundaiModelSanta FeBuraxılış ili2013Ban növüOffroader / SUV, 5 qapıRəngAğMühərrik2.4 L / 175 a.g. / BenzinYürüş186 586 kmSürətlər qutusuAvtomatÖtürücüTamYeniXeyrYerlərin sayı5VəziyyətiVuruğu yoxdur, rənglənməyibHansı bazar üçün yığılıbRəsmi diler - Davamını oxuSalam maşın serviz maşınıdır.Heç bir problemi yoxdur.isdenilen yerde yoxlatdırmaq mümkündür.7 yerlikdir.Barter mümkündür.Texpasport ikiminonikidir,Model onücdür.Maşın gordunduyu kimi ideal vezyetdedir.Nömresiz satılır - Düzəliş etElanı silElanın nömrəsi: 9479946","Salam maşın serviz maşınıdır.Heç bir problemi yoxdur.isdenilen yerde yoxlatdırmaq mümkündür.7 yerlikdir.Barter mümkündür.Texpasport ikiminonikidir,Model onücdür.Maşın gordunduyu kimi ideal vezyetdedir.Nömresiz satılır",,24 800 AZN
"Kia Sorento,1.6 L,2023 il,14 500 km","ŞəhərBakıMarkaKiaModelSorentoBuraxılış ili2023Ban növüOffroader / SUV, 5 qapıRəngAğMühərrik1.6 L / 230 a.g. / HibridYürüş14 500 kmSürətlər qutusuAvtomatÖtürücüÖnYeniXeyrYerlərin sayı5Sahiblər1VəziyyətiVuruğu yoxdur, rənglənməyibHansı bazar üçün yığılıbKoreya - Davamını oxuKIA SORENTO GRAVİTYSinifinin ən dolu komplektasiyasıdır.RƏNG DƏYMƏYİB.Orijinal Yürüş•220w elektrik yuvası•Avtomatik açılan yük yeri qapısı• Adaptiv ön işıqlar (Maşın sağa sola döndükdə işıqlar da dönür)•Böyük Monitor• 10 dinamikli KRELL səs sistemi•Car play•Wireless charger•2 Açar/ Açarla mühərriki uzaqdan işəsalma,( əlavə Digital key)avtomobili açarla kənardan önə və arxaya idarə etmə.• Avtomatik uzaqvuran işıqlar• Adaptiv kruiz kontrol (öndəki maşının sürətinə görə sürətə nəzarət)• Avtomatik əyləc sistemi (Öndəki maşının ani dayanması zamanı işə düşür)• Zolağa nəzarət• Zolaqla hərəkət etmə (Özü sükanı qaytarır)• Kor zonaya nəzarət• Şüşə tavan• 19 düymlük disklər• Arxa kamera• 360 dərəcə park sensorları• Keyless go- açarsız daxil olma• Auto Hold• Elektron əl əyləci• Yağış sensoru•Avtomatik işıq sensoruMaşın 1 həftədir BakıdadırQiymətdə endirim haqqinda avtomobilin yaninda danışmaq olar - Yüngül lehimli disklərABSLyukYağış sensoruMərkəzi qapanmaPark radarıKondisionerOturacaqların isidilməsiDəri salonKsenon lampalarArxa görüntü kamerasıYan pərdələrOturacaqların ventilyasiyası - Düzəliş etElanı silElanın nömrəsi: 9479129","KIA SORENTO GRAVİTYSinifinin ən dolu komplektasiyasıdır.RƏNG DƏYMƏYİB.Orijinal Yürüş•220w elektrik yuvası•Avtomatik açılan yük yeri qapısı• Adaptiv ön işıqlar (Maşın sağa sola döndükdə işıqlar da dönür)•Böyük Monitor• 10 dinamikli KRELL səs sistemi•Car play•Wireless charger•2 Açar/ Açarla mühərriki uzaqdan işəsalma,( əlavə Digital key)avtomobili açarla kənardan önə və arxaya idarə etmə.• Avtomatik uzaqvuran işıqlar• Adaptiv kruiz kontrol (öndəki maşının sürətinə görə sürətə nəzarət)• Avtomatik əyləc sistemi (Öndəki maşının ani dayanması zamanı işə düşür)• Zolağa nəzarət• Zolaqla hərəkət etmə (Özü sükanı qaytarır)• Kor zonaya nəzarət• Şüşə tavan• 19 düymlük disklər• Arxa kamera• 360 dərəcə park sensorları• Keyless go- açarsız daxil olma• Auto Hold• Elektron əl əyləci• Yağış sensoru•Avtomatik işıq sensoruMaşın 1 həftədir BakıdadırQiymətdə endirim haqqinda avtomobilin yaninda danışmaq olar",Yüngül lehimli disklərABSLyukYağış sensoruMərkəzi qapanmaPark radarıKondisionerOturacaqların isidilməsiDəri salonKsenon lampalarArxa görüntü kamerasıYan pərdələrOturacaqların ventilyasiyası,38 500 USD
